scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,SS1132022-12-141,img00000.png,47.596134185791016,179.69203186035156,263.82242470948887,86.98209634233248,273.21318400690365,76.58539523711136,282.69102824942763,86.37548125334504,273.9873821124115,97.40922720804294,231.389404296875,93.27651977539062,271.60940241872686,63.188384090997914,294.5585632324219,87.14856719970703,273.4898352378971,112.0523687258069
labeled-data,SS1132022-12-141,img04110.png,48.955692291259766,172.52243041992188,260.788835935992,88.75432287103595,269.11607889835904,78.83261618571416,278.4770725089425,88.3099191585819,269.8131990563025,97.35810097468966,230.4449920654297,92.17141723632812,267.8773402994933,70.21502381134096,292.3370666503906,88.90811157226562,269.86897993800295,107.2123325415779
labeled-data,SS1132022-12-141,img04820.png,52.32064515733987,184.4157864869598,,,,,,,,,233.69211243326782,88.37578348995368,,,287.4310607910156,90.4150161743164,,
labeled-data,SS1132022-12-141,img04821.png,58.959449768066406,163.074462890625,,,,,,,,,230.8651542491226,87.9286983712932,,,286.39031745007344,91.00976740988949,,
labeled-data,SS1132022-12-141,img04822.png,56.09255599975586,166.58056640625,,,,,,,,,223.09917015358582,89.99281513916915,,,284.44866943359375,89.6876449584961,,
labeled-data,SS1132022-12-141,img04823.png,53.64214324951172,170.83819580078125,,,,,,,,,225.88796598183058,88.60166796472606,,,282.45763656518085,87.80172440262069,,
labeled-data,SS1132022-12-141,img04824.png,53.32982635498047,172.0877685546875,,,,,,,,,223.08926391601562,89.48126754355522,,,284.69261595674453,87.70865545219385,,
labeled-data,SS1132022-12-141,img04825.png,53.38922882080078,173.16635131835938,,,,,,,,,223.73089599609375,90.91449737548828,,,287.255690914135,89.02315715990895,,
