scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Elias2022-09-06,img2750.png,143.4501495361328,336.06494140625,,,,,,,,,310.9373516235097,238.54464563601437,337.6733003844833,224.08072478029382,363.0449523925781,231.75515747070312,341.3737372069904,243.06718286745968
labeled-data,Elias2022-09-06,img2751.png,144.32022094726562,342.4666442871094,,,,,,,,,323.50758553795896,237.00869086366325,343.0134772735704,229.03297820449544,363.84512287014684,232.0122371650949,343.6066914816124,238.916510230948
labeled-data,Elias2022-09-06,img2754.png,166.15441512576456,345.76168511909367,,,,,,,,,318.9600614889613,237.89707558931536,344.6498938237903,229.50297504008196,366.5828069136121,231.88614651990582,345.00577864823487,240.96298433561455
labeled-data,Elias2022-09-06,img2755.png,152.7646322842976,336.68976189976183,,,,,,,,,315.005126953125,238.9115447998047,345.90747806964947,220.6855041032225,371.2416687011719,231.75852966308594,348.70016645813183,246.13501039332007
labeled-data,Elias2022-09-06,img2757.png,143.98873901367188,334.79290771484375,332.7169346104844,234.0896453857422,,,365.68944492463027,231.83382273735023,,,313.2757568359375,238.90577697753906,351.46298601947245,214.8679523603222,373.602783203125,231.7822265625,351.6492614746094,254.14834594726562
labeled-data,Elias2022-09-06,img2761.png,152.43577575683594,336.0208435058594,,,,,,,,,309.75543212890625,244.25579308505533,340.18383929879815,225.89175268516723,365.2858903176935,233.45353730463768,341.31319638750074,242.3778700357761
labeled-data,Elias2022-09-06,img2763.png,153.1703338623047,317.6123962402344,329.6945893460237,235.0897684164892,,,366.455201044702,232.3056094567558,,,318.136474609375,238.14801025390625,346.6727956305128,215.3350067544415,373.5763854980469,231.9156036376953,349.1838073730469,251.7444610595703
labeled-data,Elias2022-09-06,img2764.png,,,332.8500394333675,233.7747000207832,,,367.76829691388434,232.43902587890625,,,317.63275146484375,237.14454650878906,348.8721116787267,215.5375385554001,374.1784973144531,231.76414489746094,349.2827638590609,252.54244959128923
labeled-data,Elias2022-09-06,img2774.png,152.4582221422868,333.25135160254735,334.3407535653262,230.92854187167183,,,367.84834087993033,229.70805613030808,351.9343314610448,245.16194693077765,316.8451843261719,235.1924285888672,347.1672897491021,209.4125544517545,377.2959933526093,232.2174282860234,353.3171386921622,254.98089093349913
labeled-data,Elias2022-09-06,img2782.png,153.92916064034398,338.4455002672594,334.08185838695863,228.74085913201156,,,367.46327270344676,227.9178195202665,352.76240872547663,245.09339183610467,319.5816345214844,236.08929443359375,349.282363085029,207.98017410803334,375.612060546875,231.4765625,352.5911621765574,251.49529632609145
labeled-data,Elias2022-09-06,img3218.png,,,334.6256271812144,228.94550117561488,350.7792251383402,212.552313343862,369.75811859393326,227.57936808882886,352.2556803051712,245.91501097334248,319.00750732421875,234.4304962158203,351.06864423954113,207.40369417819102,378.12651415637396,229.77118172037245,352.09126275678847,252.18328804045424
labeled-data,Elias2022-09-06,img3223.png,143.22438049316406,339.98052978515625,333.89245350310296,230.78052265086325,350.82330138293594,211.26662995292114,369.82977716295835,230.32890875626947,352.72443621528635,247.44503620743,315.70428466796875,236.9743194580078,350.553796238922,205.79210945393183,375.8023986816406,230.17987060546875,353.7514606181588,254.24797952766986
labeled-data,Elias2022-09-06,img3582.png,148.9899444580078,323.5946044921875,,,,,,,,,310.03775276444526,235.93799869066947,344.07475335516125,221.92950334408297,374.88039265137303,232.14851599680208,348.35825934726967,238.78788956639488
labeled-data,Elias2022-09-06,img3675.png,143.4501495361328,336.06494140625,,,,,,,,,326.5618369430246,238.21891691163447,345.57502349779617,231.29958293319697,361.9718788833628,236.14500364476584,345.5684791066504,241.40879653503598
