scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Giuseppina2023-02-223,img00000.png,273.9494323730469,379.3007507324219,461.17545467911293,307.13143141275503,482.44009240918365,286.55360822813657,503.9761767826869,307.2546777984481,483.30819458318746,327.57064006570283,445.27764892578125,309.4256591796875,482.3927718775709,278.661641029038,509.2248010652261,306.9909151107662,483.9386122074513,333.27423128055733
labeled-data,Giuseppina2023-02-223,img01846.png,267.0929260253906,382.726806640625,476.93089178841666,305.628471977478,485.6241524205383,297.679882508076,494.01941068600536,306.2420515906276,485.89407225308554,314.4775119557723,445.9273376464844,310.6505126953125,483.59974842882633,277.82381211443465,508.7054748535156,311.01824951171875,485.2088365405393,333.3389658166985
labeled-data,Giuseppina2023-02-223,img03692.png,266.6125183105469,374.9313049316406,473.0774084011093,305.6856669962552,485.15605923187655,293.56463623046875,498.1959970408805,306.7260261314676,486.35516287474064,318.79419147094495,446.1423034667969,310.3046875,483.603064121076,277.8789052067087,510.2784202639909,307.13374065169154,484.6720780852817,333.96863105956146
labeled-data,Giuseppina2023-02-223,img04846.png,272.02734375,378.5426940917969,477.59348550361005,305.5788133257076,485.79216240990706,296.31207068761074,494.5257752589818,305.06659705869777,486.6374146859362,313.35932445413346,446.20977783203125,310.17816162109375,484.11298512002736,278.30242300428296,509.7676305714484,312.24514865536906,487.0094281849206,333.33869552161184
labeled-data,Giuseppina2023-02-223,img06461.png,270.1608581542969,376.8258972167969,475.5774794402662,304.8594571754986,484.5297260681758,295.2872741222365,494.8817985477705,304.9788292237755,485.5905760526616,314.5513447920476,446.2918395996094,309.5960693359375,483.50946283508966,278.40627019005143,508.3080749511719,310.3551330566406,486.0674599011663,333.3507872819876
labeled-data,Giuseppina2023-02-223,img08769.png,270.7003173828125,376.861572265625,476.5309831825511,305.44942039575125,485.634669009671,295.78756771696135,495.49289021311193,305.4603881461626,486.17510791027337,314.59721092467515,445.50457763671875,310.037841796875,484.2043748459846,277.9143521278475,508.3655090332031,310.5812072753906,485.01454307170013,333.031274876694
labeled-data,Giuseppina2023-02-223,img10385.png,269.47930908203125,381.473876953125,476.86251815054055,304.92250213627466,485.1321295302495,296.07444200307077,493.7229478936922,305.1389253201475,485.94519875770607,313.66764203763717,446.53289794921875,310.03961181640625,484.55772572177284,277.79016210931644,508.4071350097656,311.00469970703125,484.57169379353286,333.3560174154036
labeled-data,Giuseppina2023-02-223,img12692.png,271.2285461425781,382.0384521484375,474.84416838211666,306.25912569688506,484.47428451671885,295.7579740911496,494.99005222711224,306.62844492829475,484.78292181610215,315.71236644202645,446.2010803222656,310.6331787109375,483.6597021944915,277.8399586043479,509.0353645111639,311.7350195105166,485.794458838495,333.9449642955804
