scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,SS1092022-04-071,img05996.png,197.25868225097656,155.53851318359375,380.9345789457327,143.41318070072262,,,395.284861515033,148.57611445276427,388.43365478515625,153.3887176513672,359.0602009431638,139.62843543531034,379.42663815229616,134.17363437862213,404.58016686743593,153.92599507314176,381.42916769845493,158.17932931976807
labeled-data,SS1092022-04-071,img06172.png,,,379.41257533114043,141.62156840589336,,,394.55687729094643,147.84816019839715,387.5467946098204,152.46985866921915,356.2756778813379,136.0202239346064,378.399501828432,133.41696166992188,402.4667023521794,149.16235279783498,380.02539134279,155.73314313432024
labeled-data,SS1092022-04-071,img06340.png,,,,,,,,,,,,,,,,,,
labeled-data,SS1092022-04-071,img07138.png,,,,,,,,,,,,,,,,,,
labeled-data,SS1092022-04-071,img07408.png,,,,,,,,,,,,,,,,,,
labeled-data,SS1092022-04-071,img07554.png,200.48179112921417,160.77920464867861,374.45337918717536,147.9770356488774,382.0208481321404,139.53375371317966,390.59463950297175,148.03997071527314,382.7884080522701,156.76666427785605,356.8235778808594,136.59983825683594,381.57351415264276,129.19967786020203,412.38191314537966,154.07829491297514,383.11482466844694,167.80748180548048
labeled-data,SS1092022-04-071,img09675.png,200.7468683059622,146.10092797698897,375.69302501781965,150.4901177475672,386.29393820665973,138.36900700449505,397.198155289344,150.43544445641487,386.6707699594195,160.7894273484897,360.8537292480469,137.30453491210938,386.6406661554857,118.48825792167356,420.3924134196457,151.7744314989174,386.2492263809336,170.25243181545088
labeled-data,SS1092022-04-071,img10679.png,204.24883764690065,138.97669504699013,376.0659866705289,149.7997083933469,385.46384400220336,139.91266754938977,396.44448905195856,149.88193727045106,386.24795708745216,159.9538503353995,361.1392517089844,137.05140686035156,385.5028850961722,117.80176266269979,419.31026625491916,149.94607321609732,386.357106070545,169.7391474458584
labeled-data,SS1092022-04-071,img12383.png,202.37756693509402,145.00253572229792,375.6633588155739,149.5105909883687,385.29438014633445,138.66049639295258,396.47260004823715,149.60688056571712,385.8467519760966,159.99921743747075,360.67413330078125,137.09173583984375,385.43511623841437,119.53292348819184,419.05300733165495,151.5799136751144,386.31233334545294,169.22761293817305
labeled-data,SS1092022-04-071,img12855.png,200.26798242139898,137.94142307865525,373.96988293333925,148.52811124950804,382.6868058504821,138.27788071166728,394.36037434617884,148.6766766655336,383.9421111404493,159.14658190003925,361.0932922363281,137.8688201904297,383.74047287619135,118.65148759345641,419.3913335423441,152.14355501552694,384.0906431793361,169.8348819902735
labeled-data,SS1092022-04-071,img17118.png,204.3893739400701,149.15385801512494,375.60982227408414,149.3713651247815,385.896788532556,138.65802443779717,397.4399166563395,149.4842512166504,387.0015165984179,160.8860321044922,362.0199279785156,138.0233612060547,385.0272775935579,118.02774921112832,419.86210323725726,154.37324288875172,386.4525318677761,170.4141158532275
labeled-data,SS1092022-04-071,img18577.png,199.23786975192786,155.39269370098555,372.60386739570305,149.1922331614564,385.21720413914846,135.87688265065708,399.790388092522,149.52902037639603,385.6280795347095,163.19601665753785,361.0991516113281,138.205322265625,385.22546386718756,117.3599588886546,419.5566289857952,153.28610065781265,385.7035185749944,169.8016839138699
labeled-data,SS1092022-04-071,img19141.png,197.12880002764302,149.93938474436868,373.65575124260437,148.0353433200561,385.3026160168014,135.939001012818,399.2215170351822,149.19017375919503,386.4464355208336,161.3206576977457,361.918660674534,138.46724152508446,383.87750681647384,116.35116027192703,419.4997849779969,149.94671399543603,386.45188090857226,169.04262060600695
labeled-data,SS1092022-04-071,img20653.png,195.9077605022968,148.23802442335102,374.990165052943,148.71941617560645,385.97553572944344,137.91336565018858,397.98063544715706,149.48236961917385,385.6620733323191,160.78778934941585,362.5597603672194,139.20923633353186,385.3594826801798,117.49942009211021,419.0713979883608,151.17097087979536,386.8556138970084,170.84224285450807
labeled-data,SS1092022-04-071,img21797.png,200.0543993651353,142.41254061611608,375.03307520236524,149.3109702613902,384.26506505152196,138.1885060823659,396.4416608211984,149.6018572452079,385.81910333369785,160.3208043438458,363.30582190685936,139.31043403605028,385.646728515625,117.71821748429798,420.71983260306587,151.16383438912163,386.6857975536683,170.94221688818223
labeled-data,SS1092022-04-071,img23634.png,202.29663995840818,144.26147390201567,376.0959802334933,149.0131797537433,384.7792614738771,139.38209557624566,395.4985662516959,149.02177287963102,385.69537885239924,158.83925797593986,360.9956359863281,137.603271484375,384.3691949028811,118.41378975079576,421.3320166985702,151.92731911889783,387.3920149145849,171.29107024141734
labeled-data,SS1092022-04-071,img26165.png,199.41522009339533,150.3486860146343,374.8898671464209,149.3878979410954,383.9209043299947,139.0705238485213,395.09035197726934,148.98443664747003,385.1979670575271,159.3393685180667,360.94964599609375,137.56118774414062,383.2492321746249,116.22879690431941,421.0759133481126,150.5275003512859,385.18356088240546,170.15132422248126
labeled-data,SS1092022-04-071,img26436.png,198.4681668366757,146.84976074185843,375.2705470970656,148.8902766544424,384.7595416537348,139.0427458328886,394.8541883985984,148.81990683893946,385.14536566710586,159.1258811753971,360.52960205078125,137.17140197753906,384.12469894787705,118.28063955312857,419.6258606237904,151.84356076292835,385.90831221170953,170.14506319930948
