scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0000.png,525.19580078125,538.8529663085938,768.3764206086431,501.6360056583507,778.3212008204978,491.3259804107949,787.0244701658976,502.5160217529696,775.6464673467391,513.585213126073,751.8732299804688,509.5323791503906,792.751654009514,467.80129196555845,825.4301147460938,532.638916015625,776.8781956572667,544.5215603663618
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0052.png,514.5994905767632,552.0456169612013,768.6921845857304,503.93945136811516,778.6581024464018,491.99787254516025,786.0876056035014,504.22189563555855,774.1359167997933,514.9354886070511,751.6483964568379,506.3818050636231,800.2651238386995,466.33395921716846,830.8885406320469,536.2647407907148,774.2962815334791,544.3230605373461
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0133.png,526.311767578125,532.5820922851562,767.9350808051757,502.5889281609704,778.060369368652,491.8378933937175,786.5516634669111,503.01647674760693,774.8912519638674,513.5693248009442,751.822021484375,509.43804931640625,799.9465110533852,467.56426442041044,828.086015147461,529.9047630065102,773.0339965203453,543.4045798393556
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0186.png,522.8502197265625,533.36328125,770.3514180208308,501.7492884077724,781.0191123849435,491.56690956187146,787.6174399465642,503.47336221197025,776.4311902284124,512.4199924033427,750.8413696289062,507.58148193359375,798.7031305991209,466.3114900895186,824.1865234375,530.7257080078125,775.0590708330085,543.3095979996748
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0196.png,519.6233766233764,535.0844155844155,769.0899358049593,502.851026194862,779.2090309707206,492.0400349001855,788.2847795304609,502.8717861570105,777.5697133845711,512.8360123722301,750.0886040366557,515.7219598583234,802.0113734805495,468.196779831407,828.1418639080973,533.881289705965,776.1004429670998,543.1763016325834
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0213.png,525.9257202148438,535.8590698242188,768.2036552039361,502.5883708069641,779.8749001411131,491.2089816062825,788.7653475248055,503.6842291326666,775.8402805214857,514.8806502770151,751.8018188476562,509.0718688964844,800.8859253546545,465.9729114654949,826.6336669921875,532.2925415039062,775.2134454171554,543.3481167823893
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0319.png,526.04296875,531.8988037109375,769.7303064233208,501.9744648652837,779.9820238104029,491.2124494387642,787.8885072371005,502.7675075790333,776.6466562124896,513.2911611462649,752.262451171875,508.9635009765625,805.3468017578125,464.79595947265625,825.7713012695312,532.8916625976562,775.7944501443691,544.2962479744468
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,img0425.png,524.4564819335938,529.4119873046875,768.1359578145779,500.67422125842586,778.1106345885414,489.84463777848316,786.9916595686473,501.4403512753524,776.2097729975968,512.9187829446364,750.8272705078125,507.83154296875,801.2239324508462,466.99462884456415,822.6487426757812,530.6237182617188,776.1132866640634,543.2226561883142
