scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Oephelia2023-07-211,img00680.png,95.07831858887016,210.80341491434055,246.8062375490974,184.36621322714052,256.02212172906866,175.11414379844547,265.418709520412,184.9083240612565,256.56423256318465,192.85928296162388,235.4219100326623,182.73988072479267,256.2028253404407,169.90992431738167,273.91177925489535,189.9680251796721,256.38352895181265,195.75054074357564
labeled-data,Oephelia2023-07-211,img02262.png,89.58432687521096,211.31847663749613,251.970434562431,184.36621322714052,257.99700999337125,178.51878516708928,264.29760075218525,184.39482372118889,257.8552818165181,189.80771199919948,235.4219100326623,182.73988072479267,257.3765064798347,169.67518808950285,273.91177925489535,189.9680251796721,257.5572100912066,198.56737547812122
labeled-data,Oephelia2023-07-211,img04484.png,87.86745446469249,209.4299169859258,252.32253890424923,184.60094945501933,258.55940381985835,178.46621279592205,264.831868950715,184.9083240612565,258.5594905001545,191.3334974804117,235.4219100326623,182.73988072479267,258.3154513913499,169.90992431738167,273.91177925489535,189.9680251796721,258.4961550027218,199.97579284539404
labeled-data,Oephelia2023-07-211,img06179.png,95.25000582992203,201.8756783796444,250.44464908121884,185.07042191077693,257.7097013943252,177.42212314207234,265.418709520412,185.1430602891353,258.0900180443969,192.0377061640481,235.4219100326623,182.73988072479267,257.3765064798347,169.55781997556346,273.91177925489535,189.9680251796721,258.4961550027218,199.97579284539404
labeled-data,Oephelia2023-07-211,img06187.png,96.79519099938867,200.15880596912592,249.85780851152182,184.83568568289814,257.29280130973484,177.082242171859,264.7145008367756,185.0256921751959,257.62054558863935,191.9203380501087,235.4219100326623,182.73988072479267,257.4938745937741,168.85361129192705,273.91177925489535,189.9680251796721,257.43984197726724,200.91473775690926
labeled-data,Oephelia2023-07-211,img06708.png,96.79519099938867,201.70399113859253,251.85306644849166,184.52025145589462,258.0092333649761,178.70094902380083,264.66192846560836,184.34225135002166,258.13036704395927,190.22461208378985,235.4219100326623,182.73988072479267,258.0807151634711,169.20571563374526,273.91177925489535,189.9680251796721,257.6745782051461,200.79736964296987
labeled-data,Oephelia2023-07-211,img07497.png,90.44276308047021,212.3486000838072,251.85306644849166,184.83568568289814,258.1791738500828,178.0737594545415,265.41870952041205,184.9083240612565,258.32475427227564,190.74665691071473,235.4219100326623,182.73988072479267,258.0807151634711,169.20571563374526,273.91177925489535,189.9680251796721,257.6745782051461,200.79736964296987
labeled-data,Oephelia2023-07-211,img09220.png,90.44276308047023,201.70399113859256,240.46835939636986,184.36621322714055,251.07229127094666,174.08324358060185,262.95397912768465,184.28232120935908,251.04793120803282,196.38032637980595,235.4219100326623,182.73988072479267,258.0807151634711,169.20571563374526,273.91177925489535,189.9680251796721,256.14879272393387,200.21052907327285
