scorer,,,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab,SchroederLab
bodyparts,,,nose,nose,leftpupil,leftpupil,dorsalpupil,dorsalpupil,rightpupil,rightpupil,ventralpupil,ventralpupil,lefteyelid,lefteyelid,dorsaleyelid,dorsaleyelid,righteyelid,righteyelid,ventraleyelid,ventraleyelid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0000.png,196.22769165039062,341.1336975097656,425.0193889653983,300.00210642870536,435.1509186798752,290.20217607601705,444.982336351375,300.7307878724214,434.82377230867064,309.8871884384288,395.49188232421875,285.5855407714844,435.67815891991734,270.97212735658746,486.9649658203125,310.4222106933594,437.0269819580881,337.4832431941477
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0010.png,196.21407488615264,343.7211852601463,426.2118686331213,300.770670856745,435.38009884795633,291.66852485988124,445.64072826059885,301.04876665228795,435.27909460176875,310.3397132013269,393.68038923558385,289.53835510329014,435.7988108969295,271.95835889724384,488.4000034357175,310.8101328685744,437.0465515815973,337.57371877263006
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0042.png,194.96539306640625,341.35284423828125,426.70976595714984,300.9779496114318,435.1393534680568,291.2723634648804,446.042547278365,301.42800648161864,435.51633711063494,310.60068872395505,393.0815124511719,281.610595703125,434.56861500913794,271.5264578483365,483.0758056640625,307.9137268066406,436.512494510697,337.1206209454556
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0055.png,196.01124572753906,341.4885559082031,427.46112511051746,300.8539197751667,435.5243199864226,292.2979156345298,443.8919012833979,301.4689914461052,435.9678195292227,309.8773457728903,394.3652038574219,287.39697265625,434.2716303242363,273.82554957385975,486.9637145996094,310.3962707519531,437.1960396109515,335.61220207708567
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0111.png,194.6005401611328,341.0381164550781,430.02382784654753,300.30051897560156,437.3085844900024,292.9094633803792,446.8351859066867,301.2527708628741,439.11953838610236,309.33908134200146,394.69757080078125,286.9493713378906,437.35724627985155,272.32848058909053,486.39398193359375,308.0302429199219,437.4738605845216,336.03104079597875
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0153.png,205.2626495361328,332.356689453125,428.7926441430598,299.4859919994399,438.02756299780873,289.30167179374223,448.8861161546027,299.6204852880832,439.51716410201175,310.5404047676268,396.0093994140625,287.41259765625,436.78522745093835,272.2113138767196,487.59063720703125,308.869873046875,440.65890944832245,334.45117054726916
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0208.png,196.0144805908203,343.9422302246094,427.33948110168893,298.6068653212226,438.373564556438,287.1018965049409,450.7302270174981,299.7930525738082,439.93041146317364,311.6986891440579,397.3619689941406,282.22589111328125,436.3059002367397,270.2979422233365,487.4275817871094,307.2220153808594,439.773362398014,336.83954357548726
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,img0226.png,197.62416371507254,349.7068302068301,427.9468284977274,299.9196269423256,437.2980188742218,289.27346203081487,451.04650011872457,300.41123620554356,438.8714984010642,312.0569068739061,400.56263938082094,284.33449210721926,436.7666405694479,271.58545782543126,491.51545760636645,309.34651711924425,440.0908726881319,334.2514406759058
